,lower_ci,upper_ci,forecast
542,-0.5390918400089181,0.5743272691827787,0.01761771458693026
543,-0.5415349413786061,0.5719678444212921,0.015216451521342983
544,-0.5415604080541755,0.5719426164742037,0.015191104210014177
545,-0.541560677294145,0.5719423505906371,0.015190836648246036
546,-0.5415606805903628,0.5719423482381847,0.015190833823910987
547,-0.5415606810793289,0.5719423486675245,0.015190833794097802
548,-0.5415606815386621,0.5719423491262282,0.015190833793783099
549,-0.5415606819976827,0.5719423495852421,0.015190833793779777
550,-0.5415606824566997,0.5719423500442592,0.015190833793779742
551,-0.5415606829157168,0.5719423505032762,0.015190833793779742
552,-0.541560683374734,0.5719423509622934,0.015190833793779742
553,-0.541560683833751,0.5719423514213104,0.015190833793779742
554,-0.5415606842927682,0.5719423518803276,0.015190833793779742
555,-0.5415606847517852,0.5719423523393447,0.015190833793779742
556,-0.5415606852108023,0.5719423527983617,0.015190833793779742
557,-0.5415606856698194,0.5719423532573789,0.015190833793779742
558,-0.5415606861288365,0.5719423537163959,0.015190833793779742
559,-0.5415606865878536,0.5719423541754131,0.015190833793779742
560,-0.5415606870468707,0.5719423546344301,0.015190833793779742
561,-0.5415606875058877,0.5719423550934472,0.015190833793779742
562,-0.5415606879649049,0.5719423555524643,0.015190833793779742
563,-0.5415606884239219,0.5719423560114814,0.015190833793779742
564,-0.541560688882939,0.5719423564704984,0.015190833793779742
565,-0.5415606893419561,0.5719423569295156,0.015190833793779742
566,-0.5415606898009732,0.5719423573885326,0.015190833793779742
567,-0.5415606902599903,0.5719423578475498,0.015190833793779742
568,-0.5415606907190074,0.5719423583065668,0.015190833793779742
569,-0.5415606911780244,0.5719423587655839,0.015190833793779742
570,-0.5415606916370416,0.571942359224601,0.015190833793779742
571,-0.5415606920960586,0.5719423596836181,0.015190833793779742
572,-0.5415606925550758,0.5719423601426352,0.015190833793779742
573,-0.5415606930140927,0.5719423606016522,0.015190833793779742
574,-0.5415606934731099,0.5719423610606693,0.015190833793779742
575,-0.5415606939321269,0.5719423615196864,0.015190833793779742
576,-0.5415606943911441,0.5719423619787035,0.015190833793779742
577,-0.5415606948501611,0.5719423624377206,0.015190833793779742
578,-0.5415606953091782,0.5719423628967376,0.015190833793779742
579,-0.5415606957681953,0.5719423633557548,0.015190833793779742
580,-0.5415606962272124,0.5719423638147718,0.015190833793779742
581,-0.5415606966862295,0.571942364273789,0.015190833793779742
582,-0.5415606971452465,0.5719423647328059,0.015190833793779742
583,-0.5415606976042636,0.5719423651918231,0.015190833793779742
584,-0.5415606980632807,0.5719423656508401,0.015190833793779742
585,-0.5415606985222978,0.5719423661098573,0.015190833793779742
586,-0.5415606989813148,0.5719423665688742,0.015190833793779742
587,-0.5415606994403319,0.5719423670278914,0.015190833793779742
588,-0.541560699899349,0.5719423674869084,0.015190833793779742
589,-0.5415607003583661,0.5719423679459256,0.015190833793779742
590,-0.5415607008173832,0.5719423684049426,0.015190833793779742
591,-0.5415607012764002,0.5719423688639597,0.015190833793779742
592,-0.5415607017354173,0.5719423693229767,0.015190833793779742
593,-0.5415607021944344,0.5719423697819939,0.015190833793779742
594,-0.5415607026534515,0.5719423702410109,0.015190833793779742
595,-0.5415607031124685,0.571942370700028,0.015190833793779742
596,-0.5415607035714856,0.571942371159045,0.015190833793779742
597,-0.5415607040305027,0.5719423716180622,0.015190833793779742
598,-0.5415607044895198,0.5719423720770792,0.015190833793779742
599,-0.5415607049485369,0.5719423725360964,0.015190833793779742
600,-0.5415607054075539,0.5719423729951133,0.015190833793779742
601,-0.5415607058665709,0.5719423734541303,0.015190833793779742
602,-0.5415607063255881,0.5719423739131475,0.015190833793779742
603,-0.5415607067846051,0.5719423743721646,0.015190833793779742
604,-0.5415607072436222,0.5719423748311816,0.015190833793779742
605,-0.5415607077026392,0.5719423752901986,0.015190833793779742
606,-0.5415607081616564,0.5719423757492158,0.015190833793779742
607,-0.5415607086206734,0.5719423762082328,0.015190833793779742
608,-0.5415607090796906,0.57194237666725,0.015190833793779742
609,-0.5415607095387075,0.5719423771262669,0.015190833793779742
610,-0.5415607099977245,0.571942377585284,0.015190833793779742
611,-0.5415607104567417,0.5719423780443011,0.015190833793779742
612,-0.5415607109157587,0.5719423785033182,0.015190833793779742
613,-0.5415607113747758,0.5719423789623352,0.015190833793779742
614,-0.5415607118337928,0.5719423794213523,0.015190833793779742
615,-0.54156071229281,0.5719423798803694,0.015190833793779742
616,-0.541560712751827,0.5719423803393865,0.015190833793779742
617,-0.5415607132108441,0.5719423807984035,0.015190833793779742
618,-0.5415607136698611,0.5719423812574206,0.015190833793779742
619,-0.5415607141288782,0.5719423817164376,0.015190833793779742
620,-0.5415607145878953,0.5719423821754548,0.015190833793779742
621,-0.5415607150469124,0.5719423826344718,0.015190833793779742
622,-0.5415607155059294,0.5719423830934889,0.015190833793779742
623,-0.5415607159649465,0.5719423835525059,0.015190833793779742
624,-0.5415607164239635,0.571942384011523,0.015190833793779742
625,-0.5415607168829807,0.5719423844705401,0.015190833793779742
626,-0.5415607173419977,0.5719423849295572,0.015190833793779742
627,-0.5415607178010147,0.5719423853885741,0.015190833793779742
628,-0.5415607182600318,0.5719423858475913,0.015190833793779742
629,-0.5415607187190489,0.5719423863066083,0.015190833793779742
630,-0.5415607191780659,0.5719423867656254,0.015190833793779742
631,-0.5415607196370831,0.5719423872246425,0.015190833793779742
632,-0.5415607200961,0.5719423876836595,0.015190833793779742
633,-0.5415607205551171,0.5719423881426765,0.015190833793779742
634,-0.5415607210141342,0.5719423886016937,0.015190833793779742
635,-0.5415607214731513,0.5719423890607107,0.015190833793779742
636,-0.5415607219321682,0.5719423895197276,0.015190833793779742
637,-0.5415607223911854,0.5719423899787448,0.015190833793779742
638,-0.5415607228502024,0.5719423904377618,0.015190833793779742
639,-0.5415607233092194,0.5719423908967789,0.015190833793779742
640,-0.5415607237682366,0.571942391355796,0.015190833793779742
641,-0.5415607242272535,0.571942391814813,0.015190833793779742
642,-0.5415607246862706,0.57194239227383,0.015190833793779742
643,-0.5415607251452877,0.5719423927328472,0.015190833793779742
644,-0.5415607256043048,0.5719423931918642,0.015190833793779742
645,-0.5415607260633217,0.5719423936508812,0.015190833793779742
646,-0.5415607265223389,0.5719423941098983,0.015190833793779742
647,-0.5415607269813559,0.5719423945689154,0.015190833793779742
648,-0.541560727440373,0.5719423950279324,0.015190833793779742
649,-0.5415607278993901,0.5719423954869496,0.015190833793779742
650,-0.5415607283584071,0.5719423959459665,0.015190833793779742
651,-0.5415607288174241,0.5719423964049836,0.015190833793779742
652,-0.5415607292764412,0.5719423968640006,0.015190833793779742
653,-0.5415607297354583,0.5719423973230178,0.015190833793779742
654,-0.5415607301944753,0.5719423977820347,0.015190833793779742
655,-0.5415607306534923,0.5719423982410518,0.015190833793779742
656,-0.5415607311125095,0.5719423987000689,0.015190833793779742
657,-0.5415607315715265,0.571942399159086,0.015190833793779742
658,-0.5415607320305436,0.571942399618103,0.015190833793779742
659,-0.5415607324895605,0.5719424000771199,0.015190833793779742
660,-0.5415607329485776,0.5719424005361371,0.015190833793779742
661,-0.5415607334075947,0.5719424009951541,0.015190833793779742
662,-0.5415607338666117,0.5719424014541712,0.015190833793779742
663,-0.5415607343256288,0.5719424019131882,0.015190833793779742
664,-0.5415607347846458,0.5719424023722053,0.015190833793779742
665,-0.5415607352436629,0.5719424028312223,0.015190833793779742
666,-0.5415607357026799,0.5719424032902394,0.015190833793779742
667,-0.541560736161697,0.5719424037492564,0.015190833793779742
668,-0.5415607366207139,0.5719424042082734,0.015190833793779742
669,-0.5415607370797311,0.5719424046672905,0.015190833793779742
670,-0.5415607375387481,0.5719424051263076,0.015190833793779742
671,-0.5415607379977652,0.5719424055853246,0.015190833793779742
672,-0.5415607384567822,0.5719424060443417,0.015190833793779742
673,-0.5415607389157993,0.5719424065033587,0.015190833793779742
674,-0.5415607393748163,0.5719424069623757,0.015190833793779742
675,-0.5415607398338333,0.5719424074213928,0.015190833793779742
676,-0.5415607402928504,0.5719424078804098,0.015190833793779742
677,-0.5415607407518673,0.5719424083394268,0.015190833793779742
678,-0.5415607412108845,0.5719424087984439,0.015190833793779742
679,-0.5415607416699015,0.571942409257461,0.015190833793779742
680,-0.5415607421289186,0.571942409716478,0.015190833793779742
681,-0.5415607425879356,0.5719424101754951,0.015190833793779742
682,-0.5415607430469526,0.571942410634512,0.015190833793779742
683,-0.5415607435059697,0.5719424110935292,0.015190833793779742
684,-0.5415607439649868,0.5719424115525462,0.015190833793779742
685,-0.5415607444240038,0.5719424120115633,0.015190833793779742
686,-0.5415607448830209,0.5719424124705803,0.015190833793779742
687,-0.5415607453420378,0.5719424129295972,0.015190833793779742
688,-0.5415607458010548,0.5719424133886143,0.015190833793779742
689,-0.5415607462600719,0.5719424138476313,0.015190833793779742
690,-0.541560746719089,0.5719424143066485,0.015190833793779742
691,-0.541560747178106,0.5719424147656654,0.015190833793779742
